sehir,grup,kosuCinsi,mesafe,pist,siklet,yas,handikap,jokey,tam_salise
Bursa,3_Yasli_Ingilizler,SARTLI_4,1800,Cim,51,3ydd,38,VedatABIS,11087
Bursa,4_Yasli_Araplar,Handikap_16_H2,1400,Cim,57,4yka,59,VedatABIS,9142
Istanbul,3_Yasli_Araplar,SARTLI_5,1400,Sentetik,54,3yae,43,AhmetCELIK,9736
Istanbul,4_Yasli_Araplar,SARTLI_3,1400,Cim,55,4yaa,71,GokhanKOCAKAYA,9324
Istanbul,2_Yasli_Ingilizler,SARTLI_3,1300,Sentetik,56,2ydd,32,AhmetCELIK,8164
Istanbul,4_ve_Yukari_Araplar,KV_7,1400,Cim,57.5,5yaa,99,MuslumCELIK,9126
Istanbul,3_Yasli_Ingilizler,Maiden,1900,Cim,58,3yde,31,MertcanCELIK,11788
Istanbul,4_ve_Yukari_Araplar,Handikap_16_H1,2000,Sentetik,57.5,5yaa,58,AhmetCELIK,13941
Istanbul,3_ve_Yukari_Ingilizler,KV_8,2400,Cim,58,4yaa,102,AhmetCELIK,15149
Istanbul,3_Yasli_Ingilizler,Handikap_15_H1,2000,Sentetik,55,3ydd,54,ErcanCANKAYA,12714
Ankara,2_Yasli_Ingilizler,SARTLI_3_Disi,1300,Kum,54,2ydd,38,MertGokalpARSLAN,8639
Ankara,3_Yasli_Ingilizler,Handikap_16_H1,2200,Cim,58.5,3yke,47,ErcanCANKAYA,14024
Ankara,4_ve_Yukari_Araplar,Handikap_16_H1,2400,Cim,50,5yka,35,MehmetKESKIN,16909
Ankara,4_Yasli_Araplar,Handikap_14_H1,1500,Kum,52.5,4yka,37,MertAliSOLMAZ,10687
Ankara,3_ve_Yukari_Ingilizler,Handikap_16_H1,1500,Kum,58.5,4yda,71,SerkanYILDIZ,9565
Ankara,3_Yasli_Ingilizler,KV_6,2000,Kum,58,3yde,73,GokhanKOCAKAYA,13182
Ankara,3_Yasli_Araplar,SARTLI_5_Disi,1300,Kum,60,3ydd,60,AhmetCELIK,9447
Kocaeli,3_Yasli_Araplar,KV_6,1200,Kum,57,3yde,49,TolgaYILDIZ,8445
Kocaeli,3_Yasli_Ingilizler,Handikap_14_H2,1400,Kum,56.5,3yde,39,GokhanGOKCE,8859
Kocaeli,4_Yasli_Araplar,Handikap_15_H2,1500,Kum,61.5,4yka,56,AhmetSASMAZ,10588
Kocaeli,3_ve_Yukari_Ingilizler,SARTLI_5,1400,Kum,58,8yda,100,GorkemOZCELIK,8666
Kocaeli,4_ve_Yukari_Araplar,Handikap_15_Disi_H2,1700,Kum,58,5ykk,44,HismanCIZIK,12318
Elazig,3_ve_Yukari_Ingilizler,Handikap_15_H3,1800,Kum,62,8yaa,50,MenderesAVSAR,11943
Elazig,4_ve_Yukari_Araplar,Handikap_14_Disi_H3,1200,Kum,57,4ykk,30,MenderesAVSAR,8384
Elazig,3_Yasli_Ingilizler,KV_7,2000,Kum,55,3yae,43,HalilPARILDAR,13671
Elazig,3_ve_Yukari_Ingilizler,SARTLI_5_Disi,1600,Kum,54,4ydk,51,CanerTEPE,10641
Elazig,4_ve_Yukari_Araplar,SARTLI_2,1700,Kum,60,5yaa,60,CanerTEPE,12371
Istanbul,3_Yasli_Araplar,SARTLI_2,1300,Cim,57,3yad,36,SadettinBOYRAZ,8754
Istanbul,3_Yasli_Ingilizler,Handikap_16_H1,1600,Cim,60.5,3yde,57,AkinSOZEN,9584
Istanbul,4_Yasli_Araplar,SARTLI_3_Disi,2100,Cim,55,4yak,42,GokhanKOCAKAYA,14824
Istanbul,4_ve_Yukari_Araplar,Handikap_17_H1,1900,Cim,57,4yaa,69,GokhanKOCAKAYA,12878
Istanbul,3_Yasli_Ingilizler,G_3,1400,Cim,56,3yad,92,AhmetCELIK,8334
Istanbul,3_ve_Yukari_Ingilizler,Handikap_21_H1,1900,Cim,55,4yaa,66,MuslumCELIK,11669
Istanbul,4_ve_Yukari_Araplar,SATIS_2,1600,Cim,58,6ydk,35,MehmetKAYA,10800
Ankara,4_Yasli_Araplar,Handikap_15_H1,2000,Kum,58.5,4yaa,60,FurkanCETIN,14814
Ankara,2_Yasli_Ingilizler,SARTLI_3,1300,Kum,55,2yke,43,GokhanKOCAKAYA,8468
Ankara,4_ve_Yukari_Araplar,SARTLI_4,1400,Cim,56.5,9yka,99,SadettinBOYRAZ,9231
Ankara,3_ve_Yukari_Ingilizler,SARTLI_5,1500,Kum,60,4yda,90,MuslumCELIK,9501
Ankara,4_Yasli_Araplar,KV_8,1500,Kum,59,4yaa,88,GokhanKOCAKAYA,10711
Ankara,3_ve_Yukari_Ingilizler,Handikap_14_Disi_H1,1900,Cim,55.5,4ydk,30,GokhanYILDIZ,11849
Bursa,3_Yasli_Araplar,SARTLI_5,1400,Cim,57,3ydd,58,HismanCIZIK,9166
Bursa,3_ve_Yukari_Ingilizler,SATIS_1,1200,Cim,57,4ydk,33,MertcanCELIK,7022
Bursa,3_ve_Yukari_Ingilizler,Handikap_14_H2,2000,Cim,57,3yde,48,KadirTOKACOGLU,12503
Bursa,3_Yasli_Ingilizler,A_3,2000,Cim,58,3yke,77,SadettinBOYRAZ,12299
Bursa,4_ve_Yukari_Araplar,KV_7,1200,Cim,55,7yaa,111,SadettinBOYRAZ,7648
Bursa,3_Yasli_Ingilizler,SARTLI_3,1400,Cim,55,3yde,44,GokhanKOCAKAYA,8346
Bursa,4_ve_Yukari_Araplar,Handikap_16_H2,1300,Kum,50,5yka,42,OnurYILDIZ,8802
Elazig,3_Yasli_Araplar,SARTLI_2_Disi,1200,Kum,60,3ykd,32,GalipKILIC,8776
Elazig,3_ve_Yukari_Ingilizler,Handikap_14_H3,1200,Kum,53.5,5ydk,25,CanerTEPE,7574
Elazig,3_Yasli_Araplar,Maiden,1200,Kum,57,3yke,24,MehmetAliAKTURK,8679
Elazig,4_ve_Yukari_Araplar,SARTLI_3,2000,Kum,60,5yaa,48,BurakBEKTAS,14923
Elazig,4_Yasli_Araplar,SARTLI_4,1200,Kum,55,4yka,45,NecmiALTIN,8479
Elazig,3_ve_Yukari_Ingilizler,SARTLI_2,1700,Kum,57,4yda,40,MehmetAliAKTURK,11268
Istanbul,4_Yasli_Araplar,SARTLI_4,1900,Cim,54,4yka,38,FurkanKARAKURT,12877
Istanbul,2_Yasli_Ingilizler,KV_8,1200,Cim,57,2yde,60,AyhanKURSUN,7190
Istanbul,3_ve_Yukari_Ingilizler,KV_7,2000,Sentetik,60.5,5yda,93,AhmetCELIK,12648
Istanbul,3_Yasli_Ingilizler,G_2,2100,Sentetik,58,3yde,93,AhmetCELIK,13298
Istanbul,4_ve_Yukari_Araplar,KV_6,2200,Sentetik,57,8yka,95,GokhanKOCAKAYA,15401
Istanbul,3_Yasli_Ingilizler,G_3_Disi,2100,Cim,58,3ydd,69,AhmetCELIK,12965
Istanbul,4_ve_Yukari_Araplar,Handikap_15_H1,1600,Cim,60.5,6yaa,58,AhmetSASMAZ,10670
Izmir,3_Yasli_Ingilizler,Maiden,1900,Cim,58,3yde,27,MertcanCELIK,11941
Izmir,4_Yasli_Araplar,SARTLI_4,1900,Cim,58,4yka,58,MertcanCELIK,12824
Izmir,3_Yasli_Ingilizler,Maiden,1900,Cim,56,3ydd,30,BekirMertMIRIK,11830
Izmir,4_ve_Yukari_Araplar,Handikap_16_H2,2000,Cim,57,5ydk,56,FurkanHIM,13592
Izmir,4_ve_Yukari_Araplar,KV_8,1700,Cim,58,4yaa,82,OnurYILDIZ,11345
Izmir,3_ve_Yukari_Ingilizler,SARTLI_5,1200,Cim,61,5yda,86,AlicanINCI,7052
Izmir,3_Yasli_Ingilizler,SARTLI_4,2200,Kum,58,3yae,46,MertcanCELIK,14508
Izmir,3_Yasli_Ingilizler,Maiden,1900,Cim,58,3yde,30,MertcanCELIK,11907
Ankara,3_Yasli_Ingilizler,Handikap_16_H1,1400,Cim,59.5,3yde,73,MertGokalpARSLAN,8275
Ankara,4_ve_Yukari_Araplar,KV_7,2200,Cim,57,5yda,91,HismanCIZIK,15060
Ankara,4_ve_Yukari_Araplar,Handikap_22_H1,1400,Kum,60,6yka,93,VedatABIS,9811
Ankara,3_Yasli_Ingilizler,SARTLI_4_Disi,2100,Kum,56,3ydd,59,AyhanKURSUN,14077
Ankara,2_Yasli_Ingilizler,G_2,1200,Cim,57,2yde,58,FeritYARDIMCI,7205
Ankara,4_Yasli_Araplar,KV_7,2100,Kum,58,4yda,67,MehmetKAYA,15436
Ankara,3_ve_Yukari_Ingilizler,Handikap_14_H1,1600,Cim,58.5,3yde,53,VedatABIS,9651
Izmir,3_Yasli_Ingilizler,Handikap_16_H2,1900,Cim,57,3yde,50,KadirTOKACOGLU,11695
Izmir,3_Yasli_Ingilizler,SARTLI_5,1300,Cim,59,3ydd,68,AhmetOLUK,7630
Izmir,4_Yasli_Araplar,Handikap_16_H2,1300,Cim,50,4yaa,34,BekirMertMIRIK,8466
Izmir,4_ve_Yukari_Araplar,SATIS_2,1600,Kum,58,8yaa,66,GokhanGOKCE,11251
Izmir,4_ve_Yukari_Araplar,SARTLI_3,1300,Cim,52,5yak,29,MuhammedMirBILGIN,8574
Izmir,3_ve_Yukari_Ingilizler,Handikap_16_Disi_H2,1300,Cim,55,3ykd,51,NevzatAVCI,7624
Izmir,4_Yasli_Araplar,SARTLI_4,2000,Kum,56,4yaa,36,MustafaCICEK,14298
Bursa,3_Yasli_Araplar,Maiden,1400,Cim,55,3yad,37,OnurYILDIZ,9434
Bursa,4_ve_Yukari_Araplar,Handikap_16_H2,2200,Cim,59.5,8yka,56,NurettinSEN,15176
Bursa,3_ve_Yukari_Ingilizler,SARTLI_4,1500,Cim,56,5yaa,74,MustafaCICEK,8934
Bursa,2_Yasli_Ingilizler,KV_7,1200,Cim,53,2yde,50,AyhanKURSUN,7094
Bursa,3_ve_Yukari_Ingilizler,Handikap_16_Disi_H2,2200,Cim,52,4ydk,46,NevzatAVCI,13654
Bursa,3_Yasli_Araplar,Maiden,1400,Cim,55,3yke,32,BurakAKCAY,9444
Bursa,3_Yasli_Ingilizler,Handikap_15_H2,1300,Cim,52,3yde,39,MahmutTURAN,7698
Bursa,3_ve_Yukari_Ingilizler,G_2,1400,Cim,58,6yaa,101,GokhanGOKCE,8140
Bursa,4_ve_Yukari_Araplar,KV_7,1400,Kum,57.5,6ydk,91,MazlumPirDEMIR,9526
Istanbul,3_Yasli_Ingilizler,SATIS_2,1400,Cim,54,3yde,38,AdemASLAN,8466
Istanbul,3_Yasli_Araplar,KV_6,1400,Cim,54,3yke,42,AkinSOZEN,9139
Istanbul,2_Yasli_Ingilizler,KV_7_Disi,1200,Cim,55,2ydd,74,MehmetKAYA,7204
Istanbul,3_Yasli_Ingilizler,A_3,1500,Sentetik,58,3yae,98,SadettinBOYRAZ,9102
Istanbul,4_Yasli_Araplar,Handikap_16_H1,2000,Sentetik,52.5,4yda,50,MertcanCELIK,14232
Istanbul,3_ve_Yukari_Ingilizler,KV_8,1200,Cim,59,5yda,99,HismanCIZIK,6975
Istanbul,4_ve_Yukari_Araplar,SARTLI_5,2100,Cim,57,5yaa,91,ErcanCANKAYA,14109
Ankara,2_Yasli_Ingilizler,KV_6_Disi,1200,Cim,54,2ydd,43,AhmetCELIK,7235
Ankara,4_Yasli_Araplar,SARTLI_4,2200,Cim,56,4yaa,38,HismanCIZIK,15496
Ankara,3_ve_Yukari_Ingilizler,Handikap_22_H1,1900,Cim,59.5,4ydk,85,VedatABIS,11632
Ankara,3_Yasli_Ingilizler,Handikap_14_H1,2100,Kum,50,3yde,12,SerkanYILDIZ,14251
Ankara,3_Yasli_Araplar,G_2,1400,Cim,57,3yke,68,HalisKARATAS,9386
Ankara,3_Yasli_Ingilizler,KV_6,1200,Cim,58,3yae,58,AkinSOZEN,6981
Ankara,4_ve_Yukari_Araplar,Handikap_17_H1,2000,Kum,58.5,6yka,68,MehmetKESKIN,14590
Kocaeli,4_Yasli_Araplar,SARTLI_5,1200,Kum,58,4yaa,68,MehmetSalihCELIK,8089
Kocaeli,3_Yasli_Araplar,SARTLI_3_Disi,1200,Kum,57,3ykd,45,AlicanINCI,8474
Kocaeli,3_Yasli_Ingilizler,SARTLI_4,1500,Kum,60,3yde,58,MustafaCICEK,9439
Kocaeli,2_Yasli_Ingilizler,Maiden_Disi,1400,Kum,57,2ydd,35,MehmetAliAKTURK,9070
Kocaeli,4_ve_Yukari_Araplar,KV_8,1400,Kum,59,6yaa,112,NevzatAVCI,9516
Kocaeli,3_ve_Yukari_Ingilizler,SARTLI_5,1800,Kum,57,4yda,89,YunusEmreYUKSEL,11712
Kocaeli,3_ve_Yukari_Ingilizler,Handikap_16_Disi_H2,1400,Kum,50.5,5yak,42,MehmetSalihCELIK,8783
Elazig,3_Yasli_Araplar,Maiden_Disi,1200,Kum,57,3ykd,14,FeritYARDIMCI,8862
Elazig,2_Yasli_Ingilizler,SARTLI_3,1200,Kum,55,2ydd,29,IsaAKYAVUZ,7805
Elazig,3_Yasli_Araplar,Maiden_Disi,1200,Kum,57,3ykd,14,MehmetAliAKTURK,8842
Elazig,3_Yasli_Ingilizler,Handikap_15_H3,1900,Kum,52.5,3yde,40,MuhammedBaranCAKMAK,13186
Elazig,4_ve_Yukari_Araplar,Handikap_14_H3,1600,Kum,57,5yka,31,MehmetSAKIR,11884
Elazig,4_ve_Yukari_Araplar,A_3,2000,Kum,60,6yaa,77,SamiKAPLAN,14925
Elazig,3_Yasli_Araplar,Maiden_Disi,1200,Kum,57,3yad,26,VelatDEMIR,8687
Elazig,3_ve_Yukari_Ingilizler,SARTLI_3,1200,Kum,57,4yda,49,IsaAKYAVUZ,7522
Istanbul,2_Yasli_Ingilizler,Maiden_Disi,1200,Cim,57,2yad,40,HalisKARATAS,7299
Istanbul,4_Yasli_Araplar,SATIS_3,1500,Sentetik,58,4yaa,43,FurkanYUKSEL,10421
Istanbul,3_Yasli_Araplar,SARTLI_5_Disi,1300,Sentetik,57,3ydd,52,AhmetCELIK,8939
Istanbul,3_Yasli_Ingilizler,SARTLI_5,2100,Cim,58,3yde,57,GokhanGOKCE,13150
Istanbul,4_ve_Yukari_Araplar,Handikap_22_H1,1400,Sentetik,55.5,6yaa,77,MahsunDEMIRBAS,9582
Istanbul,3_ve_Yukari_Ingilizler,G_2_Disi,2000,Sentetik,54,3ydd,88,HalisKARATAS,12720
Istanbul,3_ve_Yukari_Ingilizler,SARTLI_4,1600,Cim,60,5yda,83,CetinTAS,9630
Istanbul,3_ve_Yukari_Ingilizler,Handikap_15_H1,1300,Cim,55,3yde,51,MertcanCELIK,7715
Ankara,4_Yasli_Araplar,Handikap_15_H1,2200,Cim,59.5,4yka,59,VedatABIS,15237
Ankara,3_ve_Yukari_Ingilizler,KV_7_Disi,1400,Cim,56,4ydk,90,HalisKARATAS,8454
Ankara,4_ve_Yukari_Araplar,Handikap_15_H1,1400,Cim,54.5,5yka,44,ErkanTUNC,9311
Ankara,3_ve_Yukari_Ingilizler,Handikap_17_H1,2000,Kum,56.5,3yae,78,GokhanKOCAKAYA,13139
Ankara,3_Yasli_Araplar,SARTLI_4,1300,Kum,57,3yke,45,AhmetCELIK,9311
Ankara,3_ve_Yukari_Ingilizler,A_3,2100,Kum,60,4yda,99,OzcanYILDIRIM,13837
Ankara,4_ve_Yukari_Araplar,SARTLI_5,1500,Kum,55.5,6yda,89,GokhanKOCAKAYA,10691
Ankara,2_Yasli_Ingilizler,Maiden_Disi,1300,Cim,57,2ydd,33,HismanCIZIK,8009
Kocaeli,3_Yasli_Araplar,Maiden_Disi,1200,Kum,53,3ydd,18,GorkemOZCELIK,8567
Kocaeli,2_Yasli_Ingilizler,SARTLI_4,1200,Kum,57,2yke,52,BarisKURDU,7469
Kocaeli,3_ve_Yukari_Ingilizler,Handikap_17_H2,1900,Kum,55,4yda,64,GorkemOZCELIK,12380
Kocaeli,4_Yasli_Araplar,KV_7,1900,Kum,60,4yaa,86,MustafaCICEK,13681
Kocaeli,3_Yasli_Ingilizler,KV_6,2000,Kum,54,3yae,62,AyhanKURSUN,13072
Kocaeli,3_Yasli_Araplar,Maiden_Disi,1200,Kum,55,3ydd,13,MuhammedMirBILGIN,8668
Kocaeli,4_ve_Yukari_Araplar,Handikap_16_H2,1500,Kum,62,7yka,65,MuhammedMirBILGIN,10454
Bursa,3_ve_Yukari_Ingilizler,SARTLI_5,2100,Kum,60,4yda,70,IsmailKOYUNCU,13684
Bursa,2_Yasli_Ingilizler,Maiden,1300,Cim,55,2yde,25,FiratARSLAN,7901
Bursa,3_Yasli_Ingilizler,Handikap_15_H2,1800,Cim,50,3yde,36,MahmutTURAN,10939
Bursa,4_ve_Yukari_Araplar,Handikap_15_H2,1500,Cim,50,5yaa,27,HalilKAPLAN,9828
Bursa,4_Yasli_Araplar,A_3_Disi,1500,Cim,58,4ykk,105,AhmetCELIK,9873
Bursa,3_Yasli_Araplar,SARTLI_4_Disi,1300,Kum,57,3yad,44,MertcanCELIK,9124
Bursa,4_Yasli_Araplar,Handikap_16_H2,1800,Kum,52.5,4yka,51,OnurATMACA,12848
Bursa,3_ve_Yukari_Ingilizler,Handikap_14_H2,1300,Cim,56,4ydk,33,SelimIPEK,7621
Elazig,4_ve_Yukari_Araplar,SARTLI_4,1600,Kum,60,9yka,68,MenderesAVSAR,11863
Elazig,4_ve_Yukari_Araplar,Handikap_15_Disi_H3,2000,Kum,53,4ykk,38,HuseyinALTUNKILIC,15258
Elazig,4_Yasli_Araplar,Handikap_14_H3,1200,Kum,58.5,4yka,39,NecmiALTIN,8470
Elazig,3_Yasli_Ingilizler,Maiden_Disi,1700,Kum,58,3yad,21,IsaAKYAVUZ,11558
Elazig,3_ve_Yukari_Ingilizler,KV_6,1800,Kum,60,4yda,50,NecmiALTIN,11957
Elazig,3_Yasli_Araplar,SARTLI_4,1200,Kum,59,3yde,41,HuseyinALTUNKILIC,8622
Elazig,3_Yasli_Ingilizler,Maiden_Disi,1700,Kum,58,3ydd,27,IsmailKATI,11633
Istanbul,3_Yasli_Ingilizler,SARTLI_4,1200,Sentetik,56,3yde,73,VedatABIS,7235
Istanbul,3_ve_Yukari_Ingilizler,Handikap_16_Disi_H1,1600,Cim,56,4ydk,64,VedatABIS,9496
Istanbul,3_Yasli_Ingilizler,Handikap_14_H1,1500,Sentetik,61.5,3yde,53,SadettinBOYRAZ,9251
Istanbul,4_Yasli_Araplar,Handikap_15_Disi_H1,1600,Cim,52.5,4ykk,47,HismanCIZIK,10519
Istanbul,3_ve_Yukari_Ingilizler,G_1,1500,Sentetik,58,7yda,112,HalisKARATAS,9060
Istanbul,4_ve_Yukari_Araplar,Handikap_15_H1,1500,Sentetik,60.5,5yaa,60,AhmetCELIK,10290
Istanbul,3_Yasli_Araplar,G_3_Disi,1200,Cim,57,3ykd,67,GokhanKOCAKAYA,7891
Izmir,3_Yasli_Araplar,SARTLI_4,1300,Cim,57,3yae,46,UmutBARLIK,8420
Izmir,3_ve_Yukari_Ingilizler,Handikap_14_H2,1900,Cim,63,4yda,48,MertcanCELIK,11472
Izmir,3_Yasli_Ingilizler,Handikap_15_H2,1200,Kum,61.5,3yde,58,SerdarYILDIRIM,7374
Izmir,4_ve_Yukari_Araplar,SARTLI_5,1400,Kum,55.5,5yka,72,MertcanCELIK,9542
Izmir,3_ve_Yukari_Ingilizler,SARTLI_5,2100,Kum,56,4yda,55,KadirTOKACOGLU,13598
Izmir,4_ve_Yukari_Araplar,Handikap_16_H2,2000,Kum,50,5yka,35,AlaattinKURUNDUK,14217
Izmir,3_Yasli_Ingilizler,SARTLI_3_Disi,1400,Kum,55,3ydd,51,BarisKURDU,8865
Ankara,3_ve_Yukari_Ingilizler,Handikap_22_H1,1200,Cim,54,4ydk,78,HalisKARATAS,7062
Ankara,4_Yasli_Araplar,Handikap_16_H1,1200,Cim,58,4yka,57,SerkanYILDIZ,7726
Ankara,2_Yasli_Ingilizler,SARTLI_4,1300,Cim,57,2yde,53,FeritYARDIMCI,7824
Ankara,3_Yasli_Ingilizler,SARTLI_4_Disi,1900,Cim,58,3ykd,51,OzcanYILDIRIM,11709
Ankara,3_Yasli_Araplar,Maiden,1200,Cim,57,3yke,34,MehmetAKYAVUZ,8031
Ankara,3_ve_Yukari_Ingilizler,G_2,1900,Cim,58,4yda,100,AkinSOZEN,11534
Ankara,4_ve_Yukari_Araplar,G_1,2100,Kum,59,7yda,109,OzcanYILDIRIM,15215
Ankara,3_ve_Yukari_Ingilizler,SARTLI_4,2400,Cim,57,4yda,86,VedatABIS,15301
Izmir,4_ve_Yukari_Araplar,SARTLI_3,2400,Cim,57,5yka,22,MahmutSAV,16223
Izmir,3_Yasli_Ingilizler,Handikap_15_H2,1300,Cim,59.5,3yae,48,KadirTOKACOGLU,7612
Izmir,3_ve_Yukari_Ingilizler,Handikap_21_H2,1600,Kum,51,4yda,64,AlperenOLUK,9981
Izmir,3_ve_Yukari_Ingilizler,SARTLI_5,2400,Cim,56.5,5yda,74,MertcanCELIK,14589
Izmir,4_Yasli_Araplar,SARTLI_4,1300,Cim,59,4yka,42,MuhammedMirBILGIN,8414
Bursa,3_ve_Yukari_Ingilizler,SARTLI_4,2200,Cim,54,3yde,59,CemALTUN,14035
Bursa,3_Yasli_Ingilizler,Maiden_Disi,1700,Cim,58,3ydd,20,NevzatAVCI,10614
Bursa,4_ve_Yukari_Araplar,SARTLI_3_Disi,1400,Cim,55.5,5ydk,48,FurkanHIM,9303
Bursa,3_ve_Yukari_Ingilizler,Handikap_17_H2,1300,Kum,52.5,4yda,54,NevzatAVCI,8008
Bursa,4_ve_Yukari_Araplar,Handikap_14_H2,1900,Kum,58,7yda,41,YunusEmreYUKSEL,13585
Bursa,3_Yasli_Ingilizler,SARTLI_4,1900,Kum,56,3ydd,70,GokhanKOCAKAYA,12393
Bursa,4_ve_Yukari_Araplar,A_3,2200,Cim,60,5yaa,100,GokhanKOCAKAYA,14997
Bursa,3_Yasli_Ingilizler,Maiden_Disi,1700,Cim,54,3ydd,27,FurkanHIM,10562
Bursa,4_Yasli_Araplar,SATIS_2,1500,Cim,55,4yaa,52,MahmutTURAN,10047
Istanbul,2_Yasli_Ingilizler,SARTLI_5,1200,Sentetik,55,2yde,45,HalisKARATAS,7441
Istanbul,4_ve_Yukari_Araplar,Handikap_16_Disi_H1,2100,Cim,56,5ykk,49,MuhammedMirBILGIN,14431
Istanbul,3_Yasli_Ingilizler,Handikap_14_Disi_H1,2100,Sentetik,59.5,3ydd,48,ErcanCANKAYA,13754
Istanbul,3_ve_Yukari_Ingilizler,SARTLI_5,1500,Sentetik,61,6yda,96,MertGokalpARSLAN,9055
Istanbul,4_Yasli_Araplar,KV_7,1200,Cim,60,4yaa,90,MuslumCELIK,7745
Istanbul,3_ve_Yukari_Ingilizler,SATIS_4,1400,Cim,60,5yda,82,MertcanCELIK,8362
Istanbul,4_Yasli_Araplar,SARTLI_2,1600,Cim,55,4yka,44,HismanCIZIK,10643
Ankara,3_Yasli_Ingilizler,SARTLI_5,1200,Kum,56,3yae,81,OzcanYILDIRIM,7456
Ankara,3_Yasli_Araplar,SARTLI_4_Disi,1400,Cim,60,3yad,57,GokhanKOCAKAYA,9429
Ankara,4_ve_Yukari_Araplar,SATIS_2,1600,Cim,54,8yka,68,EmrahSINCAN,10734
Ankara,3_ve_Yukari_Ingilizler,SARTLI_4,1600,Cim,56,4yda,64,AhmetCELIK,9701
Ankara,4_Yasli_Araplar,KV_6_Disi,2000,Kum,56,4yak,85,HismanCIZIK,15013
Ankara,4_ve_Yukari_Araplar,Handikap_16_H1,1900,Cim,54.5,6yaa,52,MuslumCELIK,12918
Ankara,3_ve_Yukari_Ingilizler,Handikap_16_Disi_H1,2100,Kum,56,4ydk,64,AzizAKDEMIR,13929
Kocaeli,3_Yasli_Ingilizler,Maiden,1800,Kum,58,3yde,31,TolgaYILDIZ,11901
Kocaeli,3_Yasli_Araplar,SARTLI_3,1400,Kum,57,3yke,43,AlicanINCI,9936
Kocaeli,3_Yasli_Ingilizler,Maiden,1800,Kum,58,3yae,33,TolgaYILDIZ,11922
Kocaeli,4_ve_Yukari_Araplar,Handikap_16_H2,1900,Kum,50,6yda,48,CemalPASO,13548
Kocaeli,3_Yasli_Ingilizler,Handikap_16_H2,1500,Kum,55,3yae,54,MehmetSalihCELIK,9439
Kocaeli,3_ve_Yukari_Ingilizler,KV_7_Disi,1900,Kum,58,5ydk,94,TolgaYILDIZ,12389
Kocaeli,4_Yasli_Araplar,SARTLI_3_Disi,1400,Kum,55,4yak,55,BurakAKCAY,9847
Elazig,2_Yasli_Ingilizler,Maiden_Disi,1100,Kum,57,2ydd,27,BurakBEKTAS,7345
