sehir,grup,kosuCinsi,mesafe,pist,siklet,yas,handikap,jokey,tam_salise
Elazig,4_ve_Yukari_Araplar,Handikap_14_H3,1800,Kum,61,7yaa,38,GalipKILIC,13533
Elazig,3_ve_Yukari_Ingilizler,Handikap_16_H3,1900,Kum,52,4yda,42,NecmiALTIN,12730
Elazig,4_Yasli_Araplar,SARTLI_3,1800,Kum,58,4yaa,39,MehmetPARLAK,13566
Elazig,3_Yasli_Ingilizler,SARTLI_4,1700,Kum,58,3yde,43,NecmiALTIN,11403
Elazig,4_ve_Yukari_Araplar,SARTLI_2_Disi,1200,Kum,59,5yak,33,HuseyinALTUNKILIC,8558
Istanbul,3_Yasli_Ingilizler,SARTLI_4,2200,Sentetik,58,3yde,55,GokhanKOCAKAYA,14167
Istanbul,4_Yasli_Araplar,Handikap_16_H1,1400,Cim,54.5,4yka,52,NizamettinDEMIR,9336
Istanbul,3_Yasli_Araplar,SARTLI_3,1400,Cim,57,3yde,43,GokhanKOCAKAYA,9533
Istanbul,3_ve_Yukari_Ingilizler,Handikap_16_H1,2000,Sentetik,57.5,6yaa,52,AkinSOZEN,12716
Istanbul,4_Yasli_Araplar,KV_8,1500,Sentetik,58,4yaa,76,GokhanKOCAKAYA,10309
Istanbul,4_ve_Yukari_Araplar,SARTLI_4,1600,Cim,56,6yaa,71,AkinSOZEN,10707
Istanbul,4_ve_Yukari_Araplar,Handikap_15_H1,1900,Cim,50,6yak,36,FiratARSLAN,13015
Ankara,3_ve_Yukari_Ingilizler,Handikap_15_H1,1400,Kum,53.5,3yde,51,AzizAKDEMIR,8981
Ankara,3_ve_Yukari_Ingilizler,SARTLI_5_Disi,2200,Cim,57,4ydk,81,VedatABIS,13715
Ankara,2_Yasli_Ingilizler,SARTLI_5,1200,Kum,60,2yde,61,GokhanKOCAKAYA,7538
Ankara,3_Yasli_Ingilizler,Handikap_14_H1,1900,Cim,58,3yae,38,UgurTEMUR,11860
Ankara,3_Yasli_Ingilizler,Maiden,1200,Cim,56,3ydd,31,GokhanKOCAKAYA,7213
Ankara,4_ve_Yukari_Araplar,Handikap_15_Disi_H1,1900,Cim,57,4ykk,45,MuslumBAYDAN,13046
Ankara,3_Yasli_Araplar,KV_6,1200,Kum,55,3yae,40,MehmetAKYAVUZ,8610
Ankara,4_Yasli_Araplar,Handikap_16_H1,2100,Kum,53,4yaa,51,MehmetSalihCELIK,15414
Kocaeli,3_Yasli_Araplar,Maiden,1400,Kum,57,3yke,27,HismanCIZIK,9928
Kocaeli,3_ve_Yukari_Ingilizler,SARTLI_4,1500,Kum,62,8yda,100,KadirTOKACOGLU,9353
Kocaeli,4_ve_Yukari_Araplar,SARTLI_5,2000,Kum,58,5yda,94,HalilYOLACICI,14310
Kocaeli,3_Yasli_Ingilizler,Handikap_14_Disi_H2,1800,Kum,58.5,3ydd,45,GorkemOZCELIK,11874
Kocaeli,3_Yasli_Araplar,Maiden,1400,Kum,57,3yae,26,KadirTOKACOGLU,9933
Kocaeli,3_ve_Yukari_Ingilizler,KV_8,2000,Kum,61,4yda,101,HismanCIZIK,12905
Kocaeli,4_Yasli_Araplar,Handikap_16_H2,1900,Kum,56.5,4yaa,58,IbrahimHalilKETME,13819
Kocaeli,4_ve_Yukari_Araplar,Handikap_14_Disi_H2,1400,Kum,53,4ykk,32,MuhammedMirBILGIN,9818
Bursa,3_Yasli_Ingilizler,SARTLI_4,1200,Kum,56,3yae,45,KadirTOKACOGLU,7404
Bursa,3_Yasli_Ingilizler,Handikap_15_H2,2100,Kum,51.5,3yde,37,YunusEmreYUKSEL,13885
Bursa,3_ve_Yukari_Ingilizler,Handikap_15_H2,1800,Kum,52.5,4yda,39,AlicanINCI,11505
Bursa,3_Yasli_Araplar,SARTLI_4,1300,Cim,57,3yae,40,HalilALTIN,8632
Bursa,3_ve_Yukari_Ingilizler,KV_8,2000,Cim,58.5,5yda,97,MehmetAKYAVUZ,12346
Bursa,4_ve_Yukari_Araplar,SARTLI_5,1800,Kum,56,5yaa,71,MahsunDEMIRBAS,12538
Bursa,4_ve_Yukari_Araplar,Handikap_14_Disi_H2,2000,Kum,54,5ykk,31,HalilKAPLAN,14260
Elazig,4_ve_Yukari_Araplar,SARTLI_4,1900,Kum,60,5yaa,63,BurakBEKTAS,14215
Elazig,4_Yasli_Araplar,Handikap_13_H3,1900,Kum,61,4ykg,31,IsmailKATI,14444
Elazig,4_ve_Yukari_Araplar,Handikap_15_H3,1600,Kum,61,7yaa,54,HasanALTUNDAG,11653
Elazig,3_ve_Yukari_Ingilizler,SARTLI_3,1900,Kum,57,8yda,65,RemziDOGAN,12812
Elazig,3_Yasli_Ingilizler,Handikap_14_H3,1200,Kum,56.5,3yae,34,HalilPARILDAR,7675
Istanbul,3_Yasli_Ingilizler,Handikap_16_H1,1900,Cim,51,3ydd,41,VedatABIS,11765
Istanbul,3_ve_Yukari_Ingilizler,SARTLI_4,2200,Cim,60.5,6yda,91,OzcanYILDIRIM,13539
Istanbul,2_Yasli_Ingilizler,SARTLI_3,1200,Cim,54,2yde,33,GokhanKOCAKAYA,7295
Istanbul,4_ve_Yukari_Araplar,Handikap_21_H1,1200,Cim,51.5,5yda,66,AzizAKDEMIR,7736
Istanbul,2_Yasli_Ingilizler,G_3,1200,Cim,55,2ydd,59,HalisKARATAS,7079
Istanbul,4_Yasli_Araplar,Handikap_14_H1,2100,Cim,56,4yka,39,MehmetKAYA,14334
Istanbul,3_ve_Yukari_Ingilizler,Handikap_15_H1,1300,Sentetik,50.5,4yda,36,MetinHAMEDI,7840
Izmir,3_Yasli_Araplar,Maiden,1300,Cim,53,3yad,18,MuhammedMirBILGIN,8708
Izmir,3_ve_Yukari_Ingilizler,SARTLI_5_Disi,1300,Cim,56,4ydk,77,MustafaCICEK,7637
Izmir,2_Yasli_Ingilizler,KV_6,1300,Cim,53,2ydd,51,GokhanGOKCE,7782
Izmir,4_ve_Yukari_Araplar,Handikap_21_H2,1900,Cim,56,4yka,69,KadirTOKACOGLU,12705
Izmir,3_Yasli_Araplar,Maiden,1300,Cim,57,3yde,30,KadirTOKACOGLU,8514
Izmir,4_ve_Yukari_Araplar,KV_6,2100,Kum,58,7yda,98,GokhanGOKCE,14974
Izmir,3_ve_Yukari_Ingilizler,Handikap_16_H2,1200,Cim,50,4yda,39,AliYILDIZ,7011
Izmir,3_Yasli_Ingilizler,SARTLI_4,1800,Cim,55,3yde,54,AlicanINCI,11054
Ankara,3_ve_Yukari_Ingilizler,SARTLI_4,1600,Kum,56,4ydk,98,GokhanKOCAKAYA,10172
Ankara,4_ve_Yukari_Araplar,Handikap_16_Disi_H1,1400,Cim,51.5,7ykk,55,VedatABIS,9370
Ankara,3_Yasli_Ingilizler,Handikap_14_H1,1300,Kum,55.5,3yde,47,ErcanCANKAYA,8237
Ankara,2_Yasli_Ingilizler,Maiden_Disi,1200,Kum,55,2ydd,30,HarunCANAKCI,7822
Ankara,4_ve_Yukari_Araplar,KV_7,1200,Cim,62,6yaa,103,MustafaCICEK,7830
Ankara,3_Yasli_Ingilizler,SARTLI_4,2200,Cim,56,3yde,59,GokhanKOCAKAYA,14035
Ankara,3_ve_Yukari_Ingilizler,Handikap_15_Disi_H1,1600,Cim,60,4ydk,56,IsmailDEMIR,9810
Izmir,4_Yasli_Araplar,Handikap_14_Disi_H2,1300,Cim,59.5,4yak,35,AlaattinKURUNDUK,8595
Izmir,3_ve_Yukari_Ingilizler,SARTLI_3,1300,Cim,60,7yda,97,NevzatAVCI,7574
Izmir,3_Yasli_Ingilizler,Handikap_14_Disi_H2,1900,Cim,50.5,3ydd,28,SelimIPEK,11685
Izmir,3_ve_Yukari_Ingilizler,KV_8,1700,Cim,58,5yda,79,MertcanCELIK,10216
Izmir,3_Yasli_Araplar,Maiden,1200,Kum,57,3yke,28,MertcanCELIK,8493
Izmir,4_Yasli_Araplar,KV_7,2000,Cim,61,4yaa,75,OnurYILDIZ,13518
Izmir,3_Yasli_Araplar,SARTLI_3,1400,Kum,56,3yke,41,YunusEmreYUKSEL,9864
Izmir,4_ve_Yukari_Araplar,Handikap_16_H2,1300,Cim,55,5yak,56,BekirMertMIRIK,8438
Bursa,3_Yasli_Ingilizler,SARTLI_3_Disi,1300,Cim,58,3ykd,43,NevzatAVCI,7814
Bursa,3_Yasli_Ingilizler,Handikap_16_H2,1400,Cim,54.5,3yae,52,FurkanYUKSEL,8363
Bursa,2_Yasli_Ingilizler,SARTLI_5,1200,Cim,59,2yde,51,FeritYARDIMCI,7319
Bursa,4_ve_Yukari_Araplar,Handikap_15_H2,2000,Cim,51.5,5ykk,38,ErenKADIRLER,13895
Bursa,3_ve_Yukari_Ingilizler,Handikap_16_H2,2200,Cim,53.5,5yaa,39,MahmutTURAN,13731
Bursa,4_ve_Yukari_Araplar,SARTLI_4,1500,Cim,55.5,8yka,82,FiratARSLAN,9856
Bursa,3_Yasli_Araplar,Maiden,1300,Cim,57,3yke,33,MahsunDEMIRBAS,8716
Bursa,3_ve_Yukari_Ingilizler,SARTLI_2,1800,Kum,57,5yaa,36,SelimIPEK,11668
Istanbul,3_Yasli_Ingilizler,SATIS_1,2000,Sentetik,58,3yag,43,HuseyinSIMSEK,13063
Istanbul,4_ve_Yukari_Araplar,SARTLI_4,2400,Cim,56,6yaa,90,AkinSOZEN,16810
Istanbul,4_Yasli_Araplar,Handikap_15_Disi_H1,2100,Sentetik,58.5,4yak,47,AkinSOZEN,15033
Istanbul,3_Yasli_Ingilizler,SARTLI_4,1600,Cim,54,3yde,53,MuslumCELIK,9686
Istanbul,3_Yasli_Araplar,KV_9,1200,Cim,57,3yke,79,MehmetAKYAVUZ,7811
Istanbul,3_ve_Yukari_Ingilizler,KV_7_Disi,2100,Cim,56,4ydk,74,AkinSOZEN,12919
Istanbul,3_ve_Yukari_Ingilizler,Handikap_15_H1,1900,Cim,53.5,3yde,46,GokhanKOCAKAYA,11811
Ankara,3_Yasli_Araplar,Maiden_Disi,1200,Kum,54,3ykd,34,MertGokalpARSLAN,8711
Ankara,4_Yasli_Araplar,SARTLI_5,1400,Cim,53,4ydk,66,VedatABIS,9219
Ankara,3_Yasli_Ingilizler,SARTLI_4,2200,Kum,58,3yde,68,HalisKARATAS,14490
Ankara,4_Yasli_Araplar,Handikap_16_H1,1400,Kum,59.5,4yda,65,MertGokalpARSLAN,9901
Ankara,3_Yasli_Araplar,Maiden_Disi,1200,Kum,57,3ydd,26,MehmetKESKIN,8670
Ankara,4_ve_Yukari_Araplar,SARTLI_5,1900,Cim,57,6yka,91,HalisKARATAS,12755
Ankara,3_Yasli_Ingilizler,Handikap_15_H1,1600,Cim,52.5,3yae,42,FatihRustemBEBEK,9613
Ankara,3_ve_Yukari_Ingilizler,Handikap_21_H1,1500,Kum,50,3yae,60,MucahitBAYIR,9406
Kocaeli,3_Yasli_Ingilizler,KV_6,1400,Kum,60,3yde,63,AyhanKURSUN,8586
Kocaeli,3_ve_Yukari_Ingilizler,Handikap_17_H2,1500,Kum,59.5,5yda,81,KaancanGOKCE,9330
Kocaeli,3_Yasli_Ingilizler,Handikap_15_H2,2000,Kum,55.5,3yke,38,FurkanYUKSEL,13297
Kocaeli,4_Yasli_Araplar,KV_8,1400,Kum,59,4yaa,90,HismanCIZIK,9615
Kocaeli,4_ve_Yukari_Araplar,SARTLI_5,1500,Kum,57.5,6ydk,90,MazlumPirDEMIR,10398
Kocaeli,3_ve_Yukari_Ingilizler,SARTLI_4,1900,Kum,56,4yda,46,AyhanKURSUN,12295
Elazig,4_Yasli_Araplar,Handikap_16_H3,1700,Kum,54.5,4yaa,49,HuseyinALTUNKILIC,12467
Elazig,3_Yasli_Araplar,SARTLI_3_Disi,1200,Kum,57,3ykd,27,GalipKILIC,8812
Elazig,3_Yasli_Ingilizler,SARTLI_3_Disi,1900,Kum,55,3ydd,27,MenderesAVSAR,13212
Elazig,4_ve_Yukari_Araplar,KV_7,1500,Kum,59.5,9yka,89,MenderesAVSAR,10897
Elazig,2_Yasli_Ingilizler,Maiden,1200,Kum,55,2ydd,31,IsaAKYAVUZ,8056
Elazig,4_ve_Yukari_Araplar,Handikap_16_H3,2000,Kum,62.5,7yka,62,FeritYARDIMCI,14997
Elazig,3_ve_Yukari_Ingilizler,Handikap_16_H3,1200,Kum,63,6ydk,65,RemziDOGAN,7616
Istanbul,4_Yasli_Araplar,SARTLI_3,1500,Sentetik,55,4yaa,38,FurkanYUKSEL,10462
Istanbul,3_ve_Yukari_Ingilizler,Handikap_17_H1,1600,Cim,61,5yda,79,CetinTAS,9759
Istanbul,3_ve_Yukari_Ingilizler,KV_8,1900,Cim,59,6yaa,100,OzcanYILDIRIM,11596
Istanbul,4_ve_Yukari_Araplar,Handikap_24_H1,2100,Cim,50,5yka,68,MetinHAMEDI,14368
Istanbul,3_Yasli_Ingilizler,SARTLI_3,2100,Cim,55,3yde,42,IlkerSOYAD,13142
Istanbul,4_ve_Yukari_Araplar,KV_6,1400,Sentetik,57.5,6yka,91,AyhanKURSUN,9579
Istanbul,3_Yasli_Ingilizler,Handikap_14_H1,1300,Cim,61,3ydd,54,GokhanKOCAKAYA,7726
Adana,4_ve_Yukari_Ingilizler,SARTLI_5,2100,Cim,58,4yda,86,MuhammedBaranCAKMAK,13072
Adana,3_Yasli_Ingilizler,SARTLI_4,2000,Cim,56,3yde,38,MehmetSalihCELIK,12636
Adana,4_ve_Yukari_Ingilizler,Handikap_17_H2,1200,Cim,54.5,4yda,55,MertAliSOLMAZ,7174
Adana,3_Yasli_Araplar,SARTLI_4,1200,Kum,55,3ykd,41,EmrahSINCAN,8426
Adana,4_ve_Yukari_Araplar,SARTLI_4,1300,Cim,56,7yka,77,MuslumBAYDAN,8501
Adana,4_ve_Yukari_Araplar,Handikap_14_H2,1400,Kum,57,4yka,40,UgurTEMUR,9873
Ankara,4_ve_Yukari_Araplar,SARTLI_4,2100,Kum,58,6yaa,59,MehmetEminDOGAN,15394
Ankara,4_Yasli_Araplar,KV_7,1900,Cim,58,4yaa,81,MuslumCELIK,13128
Ankara,3_ve_Yukari_Ingilizler,Handikap_17_H1,1900,Cim,55,4yda,69,GokhanKOCAKAYA,11771
Ankara,4_ve_Yukari_Araplar,Handikap_16_H1,1300,Cim,53,5yda,56,AzizAKDEMIR,8519
Ankara,3_ve_Yukari_Ingilizler,SARTLI_4,2000,Kum,60.5,5yda,79,AhmetCELIK,13022
Ankara,4_Yasli_Araplar,Handikap_15_Disi_H1,2200,Cim,58,4yak,55,KadirDEMIREL,15215
Ankara,3_Yasli_Ingilizler,SARTLI_3_Disi,1300,Kum,56,3ydd,68,MehmetKAYA,8185
Bursa,3_Yasli_Ingilizler,SARTLI_4,1500,Cim,58,3yae,60,SinanOZEN,9163
Bursa,3_Yasli_Araplar,SARTLI_4,1300,Kum,57,3yke,48,YunusEmreYUKSEL,9191
Bursa,3_ve_Yukari_Ingilizler,Handikap_16_H2,1400,Cim,59.5,4yda,65,KaancanGOKCE,8357
Bursa,4_ve_Yukari_Araplar,SARTLI_4,2400,Cim,56,7yaa,67,IbrahimHalilKETME,16668
Bursa,3_ve_Yukari_Ingilizler,SARTLI_5_Disi,1400,Cim,57,4ydk,70,AlicanINCI,8236
Bursa,3_Yasli_Ingilizler,Handikap_15_H2,2000,Cim,56,3yde,49,MertcanCELIK,12593
Bursa,4_ve_Yukari_Araplar,Handikap_14_Disi_H2,1800,Cim,57.5,5ydk,44,FurkanHIM,12098
Sanliurfa,2_Yasli_Ingilizler,Maiden,1300,Kum,57,2yde,27,AhmetARSLAN,8498
Sanliurfa,3_Yasli_Araplar,SARTLI_4,1400,Kum,56,3yke,48,YusufCENGIZ,9720
Sanliurfa,3_ve_Yukari_Ingilizler,Handikap_14_Disi_H3,1300,Kum,57.5,3yad,39,FeritYARDIMCI,8134
Sanliurfa,4_Yasli_Araplar,Handikap_16_H3,1900,Kum,52.5,4yaa,39,IsaAKYAVUZ,13727
Sanliurfa,3_ve_Yukari_Ingilizler,SARTLI_3,1800,Kum,58,6yda,75,YusufCENGIZ,11613
Sanliurfa,3_Yasli_Ingilizler,Handikap_14_H3,1700,Kum,54,3yde,34,MuhammedBaranCAKMAK,11035
Sanliurfa,4_ve_Yukari_Araplar,Handikap_15_H3,1300,Kum,63,5yaa,55,SamiKAPLAN,8887
Ankara,4_ve_Yukari_Araplar,Handikap_16_Disi_H1,2000,Kum,60,5yak,68,IsmailDEMIR,14822
Ankara,3_Yasli_Araplar,SARTLI_2,1400,Kum,60,3yae,42,HismanCIZIK,10132
Ankara,2_Yasli_Ingilizler,SARTLI_5_Disi,1200,Cim,57,2ydd,54,AhmetCELIK,7225
Ankara,4_ve_Yukari_Ingilizler,Handikap_15_H1,1600,Cim,57,4ydk,36,MuslumCELIK,9636
Ankara,3_Yasli_Ingilizler,Maiden,1900,Cim,58,3yde,28,MehmetSalihCELIK,11704
Ankara,4_ve_Yukari_Ingilizler,A_3,1500,Kum,58,4yda,97,OzcanYILDIRIM,9378
Ankara,4_ve_Yukari_Ingilizler,KV_7,1600,Cim,59,5yaa,99,AhmetCELIK,9510
Ankara,4_ve_Yukari_Araplar,KV_8,1500,Kum,59.5,9yka,108,OzcanYILDIRIM,10636
Ankara,3_Yasli_Ingilizler,Maiden,1900,Cim,58,3yae,35,AhmetCELIK,11728
Izmir,4_ve_Yukari_Araplar,Handikap_17_H2,1600,Kum,60,5yaa,71,NevzatAVCI,11219
Izmir,3_Yasli_Araplar,KV_7,1200,Cim,53,3yde,47,AhmetOLUK,7836
Izmir,3_Yasli_Ingilizler,Handikap_16_H2,1200,Cim,61,3ydd,59,AhmetOLUK,7039
Izmir,4_ve_Yukari_Ingilizler,Handikap_16_H2,2000,Kum,59.5,5yda,55,SinanOZEN,13192
Izmir,4_ve_Yukari_Araplar,SARTLI_4_Disi,1200,Kum,58,5ykk,52,AlicanINCI,8206
Izmir,3_Yasli_Ingilizler,SARTLI_4,1400,Kum,61,3yae,73,KadirTOKACOGLU,8838
Adana,2_Yasli_Ingilizler,SARTLI_3_Disi,1200,Cim,57,2ydd,40,HarunCANAKCI,7297
Adana,4_ve_Yukari_Araplar,Handikap_15_H2,1200,Cim,57,4yka,45,MehmetSalihCELIK,7891
Adana,3_Yasli_Araplar,SARTLI_3_Disi,1300,Kum,57,3ykd,35,IsaAKYAVUZ,9303
Adana,4_ve_Yukari_Araplar,SARTLI_5,1500,Kum,59.5,6yka,93,EmrahSINCAN,10310
Adana,3_Yasli_Ingilizler,SARTLI_4,1300,Cim,56,3ydd,49,MehmetSalihCELIK,7792
Adana,4_ve_Yukari_Ingilizler,SARTLI_4,1300,Cim,54,5yda,41,HarunKILICARSLAN,7823
Adana,3_Yasli_Ingilizler,Handikap_15_H2,2100,Cim,55.5,3yde,47,IsaAKYAVUZ,13313
Istanbul,3_Yasli_Araplar,KV_6,1200,Sentetik,57,3yde,64,TolgaYILDIZ,8079
Istanbul,4_ve_Yukari_Ingilizler,G_1,1600,Cim,58,5yaa,109,HismanCIZIK,9386
Istanbul,3_Yasli_Ingilizler,G_1,2000,Sentetik,58,3yde,54,TolgaYILDIZ,12526
Istanbul,3_Yasli_Ingilizler,G_1,2400,Cim,58,3yde,103,AhmetCELIK,14736
Istanbul,4_ve_Yukari_Ingilizler,G_2_Disi,1600,Cim,58,7yak,106,HismanCIZIK,9494
Istanbul,4_ve_Yukari_Araplar,G_2,1400,Cim,59,5yaa,117,AhmetCELIK,9001
Istanbul,3_Yasli_Ingilizler,G_2_Disi,1900,Cim,58,3ydd,106,OzcanYILDIRIM,11490
Bursa,3_Yasli_Ingilizler,SARTLI_4,2200,Cim,55,3yde,38,NevzatAVCI,13736
Bursa,4_ve_Yukari_Ingilizler,SATIS_1,1900,Kum,55,5yaa,49,SinanOZEN,12277
Bursa,2_Yasli_Ingilizler,SARTLI_3,1200,Kum,59,2yae,40,HuseyinSIMSEK,7664
Bursa,3_Yasli_Ingilizler,Handikap_15_Disi_H2,1300,Kum,50.5,3ydd,34,OnurATMACA,8059
Bursa,4_Yasli_Araplar,Handikap_16_Disi_H2,1200,Cim,51.5,4yak,40,NevzatAVCI,7777
Bursa,3_Yasli_Araplar,Maiden,1300,Kum,54,3yke,31,YunusEmreYUKSEL,9023
Bursa,4_ve_Yukari_Ingilizler,Handikap_14_H2,1200,Kum,52,4ydk,28,SelimIPEK,7364
Bursa,4_ve_Yukari_Araplar,Handikap_15_H2,1400,Kum,52.5,5yka,35,OnurYILDIZ,9555
Istanbul,3_Yasli_Araplar,SARTLI_3,1300,Sentetik,60,3yae,54,HismanCIZIK,8841
Istanbul,4_Yasli_Araplar,KV_6_Disi,1900,Cim,61,4yak,97,GokhanKOCAKAYA,12920
Istanbul,4_ve_Yukari_Araplar,Handikap_21_H1,2000,Sentetik,54.5,8yka,71,HismanCIZIK,13968
Istanbul,3_Yasli_Ingilizler,Maiden,1600,Cim,56,3ydd,37,AkinSOZEN,9697
Istanbul,3_Yasli_Ingilizler,G_3,1600,Cim,58,3yde,77,GokhanKOCAKAYA,9534
Istanbul,4_ve_Yukari_Ingilizler,A_3,2400,Cim,59,7yda,109,OzcanYILDIRIM,14956
Istanbul,4_Yasli_Araplar,G_1,2100,Cim,58,4yka,94,HalisKARATAS,14184
Istanbul,3_Yasli_Ingilizler,KV_8_Disi,2000,Sentetik,58,3ydd,78,HalisKARATAS,12708
Ankara,3_Yasli_Araplar,SARTLI_3_Disi,1300,Kum,58,3yad,44,HarunCANAKCI,9422
Ankara,2_Yasli_Ingilizler,KV_7,1200,Cim,53,2yde,41,AkinSOZEN,7200
Ankara,3_Yasli_Araplar,Maiden,1300,Cim,57,3yke,30,FatihRustemBEBEK,8906
Ankara,4_ve_Yukari_Araplar,Handikap_15_H1,1400,Kum,59,4yaa,58,AkinSOZEN,9955
Ankara,4_ve_Yukari_Ingilizler,SATIS_2,1500,Kum,58,4yda,60,HismanCIZIK,9605
Ankara,3_Yasli_Ingilizler,SARTLI_4,1400,Cim,58,3yae,50,AkinSOZEN,8344
Ankara,3_Yasli_Ingilizler,Handikap_14_Disi_H2,2000,Kum,58,3ydd,47,HalilYOLACICI,13555
Ankara,4_Yasli_Araplar,Handikap_14_H2,1400,Cim,57.5,4yka,49,SerkanYILDIZ,9367
Izmir,4_ve_Yukari_Araplar,SARTLI_5,1200,Cim,57,8yaa,74,MertcanCELIK,7785
Izmir,4_Yasli_Araplar,Handikap_16_H2,1800,Cim,50.5,4yka,46,GorkemOZCELIK,12188
Izmir,4_ve_Yukari_Ingilizler,Handikap_14_Disi_H2,1900,Kum,52.5,4yak,29,FeyzullahAVCI,12518
Izmir,4_ve_Yukari_Ingilizler,SARTLI_3,1400,Kum,56,6yag,88,AliALPAGUT,8744
Izmir,3_Yasli_Ingilizler,SARTLI_4,1300,Cim,54,3yde,57,AliALPAGUT,7756
Izmir,3_Yasli_Ingilizler,Handikap_15_H2,2100,Kum,53.5,3yae,38,MertcanCELIK,13810
Elazig,3_Yasli_Ingilizler,Maiden,1200,Kum,56,3yad,16,IsaAKYAVUZ,7991
Elazig,4_ve_Yukari_Ingilizler,SARTLI_5,1600,Kum,54,6yda,95,MehmetTASKAYA,10442
Elazig,2_Yasli_Ingilizler,SARTLI_3,1200,Kum,60,2yae,39,MehmetAliAKTURK,7915
Elazig,4_ve_Yukari_Araplar,SARTLI_2_Disi,1900,Kum,58,6yak,28,FeritYARDIMCI,14519
Elazig,3_Yasli_Ingilizler,Maiden,1200,Kum,58,3yde,26,HuseyinALTUNKILIC,7766
Elazig,4_ve_Yukari_Araplar,Handikap_13_H3,1200,Kum,60.5,12yka,31,HasanALTUNDAG,8576
Elazig,3_Yasli_Ingilizler,Handikap_16_H3,1900,Kum,57,3ydd,49,MehmetTASKAYA,12998
Elazig,4_Yasli_Araplar,KV_6,2000,Kum,54,4yaa,52,BurakBEKTAS,14933
Elazig,3_Yasli_Ingilizler,Maiden,1200,Kum,58,3yae,37,MehmetTASKAYA,7725
Istanbul,3_Yasli_Ingilizler,Maiden,2000,Sentetik,58,3yde,37,AhmetCELIK,12806
Istanbul,4_Yasli_Araplar,SARTLI_4_Disi,1400,Sentetik,54,4ydk,73,TolgaYILDIZ,9432
Istanbul,4_ve_Yukari_Araplar,SARTLI_5,2100,Sentetik,60,5yaa,100,GokhanKOCAKAYA,14593
Istanbul,3_Yasli_Ingilizler,Handikap_16_H2,2000,Sentetik,54.5,3yde,48,GokhanKOCAKAYA,12783
Istanbul,4_ve_Yukari_Araplar,Handikap_16_H1,1200,Sentetik,58,4yaa,67,GokhanKOCAKAYA,7982
Istanbul,4_ve_Yukari_Ingilizler,SARTLI_5,2100,Sentetik,55.5,5yda,66,AkinSOZEN,13189
Istanbul,4_ve_Yukari_Ingilizler,KV_8,1500,Sentetik,58,4yda,72,HalisKARATAS,9064
